"age","marital","education","housing","loan","contact","month","duration","pdays","TermDeposit"
27,"married","tertiary","yes","no","cellular","jul",148,-1,"no"
44,"married","secondary","no","no","cellular","jul",96,-1,"no"
53,"divorced","primary","no","no","unknown","jun",422,-1,"no"
68,"divorced","primary","no","no","cellular","apr",233,-1,"yes"
49,"single","secondary","yes","yes","unknown","jun",73,-1,"no"
43,"single","tertiary","yes","no","unknown","may",218,-1,"no"
35,"married","tertiary","yes","no","cellular","nov",547,-1,"no"
36,"married","secondary","no","yes","cellular","feb",521,193,"no"
29,"single","secondary","yes","no","cellular","may",109,352,"no"
36,"married","secondary","yes","no","telephone","may",16,-1,"no"
28,"single","secondary","yes","no","cellular","may",251,-1,"no"
45,"married","secondary","yes","no","unknown","may",215,-1,"no"
46,"divorced","tertiary","yes","yes","cellular","nov",169,-1,"no"
48,"divorced","secondary","no","no","unknown","jun",342,-1,"no"
53,"married","secondary","yes","no","cellular","may",133,-1,"no"
44,"divorced","tertiary","yes","no","telephone","jun",55,82,"no"
49,"single","tertiary","yes","no","cellular","jul",674,-1,"no"
34,"single","unknown","no","no","cellular","jun",253,-1,"yes"
57,"married","primary","yes","no","unknown","may",384,-1,"no"
47,"divorced","secondary","no","no","cellular","aug",64,-1,"no"
37,"married","secondary","no","yes","unknown","jun",176,-1,"no"
48,"married","secondary","no","no","cellular","aug",21,-1,"no"
45,"married","secondary","yes","no","unknown","may",118,-1,"no"
65,"married","tertiary","no","no","cellular","aug",280,185,"no"
42,"married","secondary","yes","no","cellular","may",74,-1,"no"
42,"married","tertiary","yes","no","cellular","may",579,295,"yes"
32,"single","secondary","no","no","cellular","may",312,-1,"no"
53,"married","secondary","yes","no","unknown","may",134,-1,"no"
26,"single","tertiary","no","no","cellular","feb",236,183,"no"
48,"married","primary","no","no","cellular","aug",348,-1,"no"
46,"married","tertiary","no","no","cellular","jan",56,-1,"no"
37,"married","tertiary","yes","no","unknown","may",645,-1,"no"
52,"single","unknown","no","no","cellular","feb",168,-1,"no"
46,"single","tertiary","yes","no","cellular","apr",175,-1,"no"
43,"married","tertiary","no","no","cellular","aug",120,-1,"no"
25,"single","secondary","no","no","telephone","oct",251,-1,"no"
59,"single","secondary","yes","no","unknown","may",1063,-1,"yes"
48,"married","primary","no","yes","cellular","nov",79,172,"no"
56,"married","secondary","yes","yes","cellular","apr",12,-1,"no"
53,"married","secondary","yes","no","unknown","may",153,-1,"no"
27,"single","tertiary","yes","no","cellular","may",10,-1,"no"
30,"single","secondary","yes","no","cellular","apr",997,-1,"yes"
25,"single","tertiary","no","no","cellular","feb",207,-1,"no"
30,"single","tertiary","no","no","cellular","jun",102,85,"no"
32,"married","secondary","yes","no","cellular","nov",131,194,"no"
39,"single","secondary","yes","yes","cellular","feb",292,-1,"no"
47,"married","tertiary","no","yes","cellular","jan",243,161,"no"
26,"single","secondary","no","no","cellular","feb",44,-1,"no"
33,"married","tertiary","no","no","cellular","aug",121,-1,"no"
36,"single","secondary","yes","no","telephone","may",134,-1,"no"
44,"married","secondary","yes","yes","unknown","jun",171,-1,"no"
49,"married","secondary","no","no","cellular","nov",586,-1,"no"
44,"married","tertiary","yes","no","cellular","jul",497,-1,"no"
58,"divorced","tertiary","no","no","cellular","apr",162,295,"no"
52,"married","unknown","no","no","telephone","jun",193,145,"no"
55,"married","secondary","yes","yes","cellular","nov",325,192,"no"
57,"married","tertiary","yes","no","unknown","may",391,-1,"no"
55,"divorced","tertiary","yes","no","cellular","jul",1331,-1,"no"
48,"single","secondary","yes","yes","cellular","feb",369,-1,"no"
39,"divorced","secondary","yes","no","cellular","may",8,-1,"no"
56,"married","secondary","no","no","cellular","aug",239,-1,"no"
40,"married","tertiary","no","no","cellular","jul",761,-1,"no"
47,"married","primary","yes","yes","unknown","jun",118,-1,"no"
35,"married","tertiary","no","no","cellular","apr",266,87,"yes"
34,"single","secondary","yes","no","cellular","jul",483,-1,"no"
30,"single","tertiary","no","no","cellular","aug",618,-1,"no"
43,"married","secondary","no","no","cellular","aug",79,-1,"no"
71,"married","tertiary","no","no","cellular","aug",116,-1,"no"
58,"married","tertiary","no","yes","cellular","jul",85,-1,"no"
52,"married","primary","yes","no","cellular","may",82,-1,"no"
37,"single","secondary","yes","no","unknown","jun",203,-1,"no"
42,"married","tertiary","yes","no","unknown","may",238,-1,"no"
41,"married","primary","yes","no","unknown","may",67,-1,"no"
27,"single","secondary","no","no","cellular","jun",66,-1,"no"
39,"married","tertiary","yes","no","cellular","apr",236,336,"no"
30,"single","tertiary","no","no","cellular","aug",19,-1,"no"
43,"divorced","tertiary","no","no","cellular","aug",79,-1,"no"
40,"single","secondary","no","yes","unknown","jun",14,-1,"no"
26,"single","tertiary","yes","no","cellular","apr",639,-1,"no"
52,"married","secondary","yes","no","unknown","jun",20,-1,"no"
32,"single","primary","yes","yes","cellular","may",274,-1,"no"
31,"married","secondary","yes","no","cellular","may",201,350,"no"
28,"married","tertiary","yes","no","cellular","apr",152,-1,"no"
34,"single","secondary","yes","yes","unknown","may",185,-1,"no"
44,"single","primary","yes","no","cellular","jul",184,-1,"no"
43,"married","tertiary","no","no","cellular","jul",942,-1,"yes"
41,"married","tertiary","no","no","cellular","apr",75,-1,"no"
36,"married","tertiary","no","no","unknown","jun",87,-1,"no"
68,"married","primary","no","no","cellular","mar",373,-1,"yes"
55,"single","tertiary","no","no","cellular","apr",156,-1,"no"
50,"married","unknown","yes","yes","unknown","jun",64,-1,"no"
48,"divorced","secondary","yes","no","unknown","may",364,-1,"no"
34,"married","tertiary","yes","no","cellular","jul",8,-1,"no"
42,"married","primary","yes","no","unknown","may",262,-1,"no"
62,"married","secondary","yes","yes","cellular","sep",261,183,"yes"
56,"married","secondary","yes","no","unknown","may",302,-1,"no"
31,"married","secondary","yes","no","unknown","may",143,-1,"no"
37,"single","secondary","no","no","cellular","jul",143,-1,"no"
26,"single","secondary","yes","no","cellular","may",34,374,"no"
34,"married","secondary","yes","no","cellular","may",551,-1,"no"
30,"divorced","secondary","yes","no","cellular","may",177,-1,"no"
46,"married","primary","yes","no","unknown","may",570,-1,"no"
27,"single","unknown","yes","yes","unknown","may",77,-1,"no"
26,"single","tertiary","no","yes","unknown","may",57,-1,"no"
41,"married","unknown","no","no","cellular","jul",647,-1,"no"
44,"married","unknown","yes","no","cellular","aug",44,100,"no"
51,"married","primary","no","no","cellular","aug",75,-1,"no"
33,"divorced","secondary","no","no","cellular","jul",374,-1,"no"
45,"married","secondary","no","no","cellular","aug",115,-1,"no"
27,"married","primary","no","no","unknown","may",531,-1,"no"
41,"single","secondary","no","no","cellular","jul",413,-1,"no"
29,"single","unknown","yes","yes","cellular","jul",1806,-1,"yes"
22,"single","secondary","no","no","cellular","jan",143,-1,"yes"
33,"married","secondary","yes","no","unknown","may",76,-1,"no"
30,"married","secondary","no","yes","unknown","jul",66,85,"no"
38,"married","tertiary","no","no","cellular","aug",482,-1,"yes"
45,"single","secondary","no","yes","cellular","jul",55,-1,"no"
54,"divorced","primary","yes","no","cellular","may",34,348,"no"
52,"married","tertiary","yes","yes","unknown","may",392,-1,"no"
52,"married","secondary","yes","yes","cellular","may",161,332,"no"
31,"single","secondary","yes","no","unknown","may",104,-1,"no"
33,"married","primary","no","no","cellular","aug",237,-1,"no"
56,"married","primary","no","yes","cellular","jul",227,-1,"no"
44,"divorced","secondary","no","yes","unknown","jun",501,-1,"no"
33,"single","secondary","yes","yes","cellular","may",308,-1,"no"
49,"married","primary","no","no","unknown","jun",40,-1,"no"
45,"married","secondary","yes","no","cellular","aug",192,-1,"no"
44,"single","secondary","yes","no","unknown","jun",179,-1,"no"
27,"single","tertiary","yes","no","unknown","may",160,-1,"no"
53,"married","tertiary","no","no","cellular","aug",96,-1,"no"
32,"married","secondary","no","no","cellular","aug",162,-1,"no"
34,"married","secondary","yes","no","cellular","may",200,364,"no"
36,"single","tertiary","no","no","cellular","aug",207,98,"yes"
46,"married","secondary","no","no","cellular","aug",225,-1,"no"
39,"single","secondary","yes","no","unknown","may",1410,-1,"yes"
55,"married","primary","no","no","unknown","jun",922,-1,"yes"
47,"married","secondary","no","no","cellular","aug",784,-1,"yes"
36,"married","secondary","yes","no","unknown","may",251,-1,"no"
57,"divorced","primary","yes","no","unknown","may",32,-1,"no"
38,"married","secondary","no","no","unknown","jun",313,-1,"no"
31,"married","primary","yes","no","cellular","may",9,362,"no"
47,"married","secondary","yes","no","cellular","apr",211,87,"no"
39,"single","secondary","yes","no","cellular","may",6,175,"no"
29,"married","tertiary","yes","yes","unknown","may",79,-1,"no"
38,"divorced","secondary","yes","yes","unknown","jul",120,-1,"no"
29,"divorced","secondary","yes","no","cellular","feb",42,228,"no"
44,"married","secondary","yes","no","cellular","nov",116,-1,"no"
45,"married","primary","yes","no","unknown","may",57,-1,"no"
33,"married","secondary","yes","no","telephone","jul",216,-1,"no"
45,"single","tertiary","yes","no","cellular","nov",139,-1,"no"
33,"single","secondary","yes","no","cellular","jan",323,259,"no"
36,"divorced","secondary","yes","no","cellular","jun",215,371,"yes"
33,"single","tertiary","no","no","cellular","aug",329,-1,"no"
37,"married","secondary","yes","no","cellular","jan",88,244,"no"
53,"married","primary","no","no","cellular","aug",80,-1,"no"
55,"married","primary","no","no","cellular","aug",625,-1,"yes"
36,"single","tertiary","yes","no","unknown","may",101,-1,"no"
49,"divorced","tertiary","no","no","cellular","aug",185,-1,"yes"
42,"divorced","secondary","no","no","cellular","aug",21,-1,"no"
32,"married","secondary","yes","no","cellular","apr",160,-1,"no"
42,"single","secondary","no","no","cellular","jan",96,-1,"no"
45,"married","tertiary","no","no","telephone","nov",46,-1,"no"
50,"married","primary","no","yes","cellular","jul",173,-1,"no"
42,"divorced","tertiary","no","no","cellular","sep",692,-1,"yes"
37,"single","secondary","yes","no","unknown","jun",87,-1,"no"
40,"married","tertiary","yes","yes","cellular","nov",114,-1,"no"
31,"married","secondary","yes","yes","cellular","jul",143,-1,"no"
37,"married","secondary","no","no","unknown","jun",305,-1,"no"
42,"married","primary","yes","no","unknown","may",249,-1,"no"
76,"married","unknown","no","no","cellular","oct",139,-1,"no"
30,"single","secondary","no","no","cellular","jul",188,-1,"no"
31,"single","unknown","no","no","cellular","feb",92,-1,"no"
30,"single","tertiary","no","no","cellular","aug",996,-1,"no"
57,"divorced","secondary","no","yes","cellular","jul",445,-1,"no"
42,"married","tertiary","yes","no","unknown","may",110,-1,"no"
26,"married","secondary","yes","no","unknown","may",224,-1,"no"
35,"married","secondary","no","no","unknown","jun",436,-1,"no"
36,"married","secondary","yes","no","unknown","jun",56,-1,"no"
35,"single","tertiary","no","no","unknown","jun",668,-1,"no"
36,"married","tertiary","no","no","cellular","jul",130,-1,"no"
42,"married","primary","yes","no","telephone","jul",175,-1,"no"
41,"single","secondary","yes","no","cellular","nov",254,-1,"no"
23,"single","secondary","yes","no","unknown","may",507,-1,"no"
53,"single","primary","yes","yes","unknown","may",72,-1,"no"
57,"married","primary","yes","no","cellular","apr",207,346,"no"
29,"single","tertiary","yes","no","unknown","may",329,-1,"no"
32,"single","secondary","no","no","cellular","nov",206,-1,"no"
50,"single","primary","yes","no","cellular","may",108,-1,"no"
34,"married","primary","no","yes","cellular","jul",241,-1,"no"
32,"married","tertiary","yes","no","cellular","jul",370,-1,"no"
25,"single","secondary","yes","no","cellular","jul",633,-1,"yes"
37,"single","secondary","yes","no","cellular","apr",249,-1,"no"
45,"divorced","secondary","no","no","cellular","nov",79,106,"no"
30,"married","secondary","no","no","cellular","aug",72,99,"no"
43,"married","tertiary","no","no","cellular","feb",147,-1,"yes"
30,"single","tertiary","no","no","cellular","oct",437,-1,"no"
50,"married","tertiary","no","yes","cellular","jul",149,-1,"no"
47,"married","tertiary","yes","no","unknown","may",162,-1,"no"
28,"single","secondary","no","no","cellular","jan",532,-1,"yes"
34,"married","primary","yes","no","cellular","jul",1389,-1,"no"
59,"married","secondary","no","no","telephone","jul",312,381,"no"
64,"divorced","secondary","no","no","cellular","oct",621,181,"yes"
46,"single","secondary","yes","no","cellular","apr",194,-1,"no"
39,"single","primary","yes","no","unknown","may",699,-1,"no"
48,"married","secondary","no","no","cellular","feb",130,-1,"no"
24,"single","secondary","no","no","unknown","may",180,-1,"no"
89,"divorced","primary","no","no","telephone","dec",207,189,"no"
39,"married","tertiary","no","no","unknown","jun",12,-1,"no"
52,"married","primary","yes","yes","cellular","aug",155,-1,"no"
60,"divorced","tertiary","yes","no","cellular","dec",415,190,"yes"
41,"married","secondary","yes","no","unknown","may",596,-1,"no"
47,"married","secondary","yes","no","cellular","may",234,-1,"no"
44,"married","primary","no","no","unknown","jun",250,-1,"no"
45,"married","tertiary","yes","no","cellular","may",85,-1,"no"
48,"divorced","primary","no","no","unknown","jun",248,-1,"no"
54,"married","primary","yes","yes","telephone","apr",158,-1,"no"
31,"single","tertiary","no","no","cellular","aug",321,-1,"no"
40,"married","tertiary","no","no","cellular","aug",220,364,"no"
31,"married","tertiary","yes","no","cellular","jul",215,-1,"no"
35,"married","tertiary","yes","no","cellular","apr",860,-1,"yes"
42,"married","secondary","no","no","cellular","may",489,174,"no"
79,"married","secondary","no","no","telephone","mar",303,-1,"yes"
47,"married","primary","yes","no","cellular","jul",145,-1,"no"
35,"married","tertiary","yes","no","cellular","nov",70,111,"no"
41,"married","tertiary","no","yes","cellular","jul",695,-1,"no"
49,"married","secondary","no","no","unknown","jun",626,-1,"no"
36,"single","tertiary","no","no","cellular","apr",78,84,"no"
58,"married","primary","yes","no","unknown","jun",16,-1,"no"
