age,marital,education,housing,loan,contact,month,duration,pdays,TermDeposit,contacted_before
49,married,tertiary,yes,yes,cellular,sep,249,91.0,yes,1
58,divorced,tertiary,no,no,cellular,apr,354,87.0,yes,1
43,divorced,secondary,yes,no,unknown,may,259,,no,0
29,married,primary,yes,no,telephone,jul,256,,no,0
35,married,tertiary,yes,no,cellular,may,36,365.0,no,1
39,married,tertiary,no,no,unknown,jun,197,,no,0
30,married,primary,yes,yes,unknown,jul,538,,no,0
49,married,primary,yes,no,cellular,jul,51,,no,0
22,single,secondary,no,no,cellular,oct,368,,yes,0
48,married,secondary,yes,no,cellular,mar,291,238.0,no,1
21,single,secondary,no,no,cellular,may,382,89.0,yes,1
32,married,secondary,yes,yes,cellular,apr,850,,yes,0
31,single,secondary,yes,no,cellular,nov,225,95.0,no,1
41,married,secondary,no,no,cellular,aug,122,,no,0
32,single,secondary,yes,no,cellular,nov,1015,,no,0
37,married,secondary,yes,yes,cellular,jun,254,96.0,no,1
50,single,secondary,no,yes,unknown,jun,146,,no,0
30,single,secondary,no,no,cellular,jan,111,196.0,no,1
26,single,tertiary,yes,no,cellular,mar,93,98.0,no,1
25,married,secondary,yes,no,cellular,jul,754,,yes,0
47,divorced,tertiary,no,yes,cellular,nov,148,,no,0
39,married,primary,yes,no,unknown,may,53,,no,0
51,married,secondary,yes,no,cellular,apr,139,,no,0
33,single,secondary,no,no,unknown,jun,719,,no,0
59,married,primary,yes,no,telephone,jul,81,,no,0
46,married,secondary,yes,no,cellular,jul,411,,no,0
35,married,secondary,no,no,cellular,aug,242,,no,0
35,married,secondary,no,yes,cellular,jul,874,,no,0
47,single,secondary,no,no,cellular,jul,212,,no,0
56,married,primary,yes,no,unknown,may,130,,no,0
39,divorced,primary,yes,no,unknown,jun,172,,no,0
35,married,tertiary,no,no,cellular,jan,261,,yes,0
35,married,secondary,yes,no,unknown,may,211,,no,0
28,single,secondary,no,yes,cellular,jul,681,,yes,0
29,married,tertiary,yes,yes,cellular,jul,192,,no,0
41,married,secondary,no,no,cellular,mar,101,,no,0
34,married,tertiary,no,no,cellular,nov,98,,no,0
47,married,tertiary,no,no,unknown,jun,100,,no,0
39,married,tertiary,yes,no,cellular,may,877,300.0,yes,1
59,married,primary,no,no,telephone,nov,207,153.0,no,1
55,divorced,secondary,yes,no,cellular,apr,157,332.0,no,1
62,married,secondary,no,no,cellular,apr,389,,yes,0
33,single,tertiary,yes,no,cellular,may,536,,yes,0
55,divorced,tertiary,no,no,cellular,jun,591,,yes,0
32,married,primary,yes,no,cellular,feb,177,,no,0
33,single,secondary,yes,no,cellular,aug,93,,no,0
72,married,primary,no,no,telephone,mar,255,91.0,yes,1
43,married,unknown,yes,no,telephone,jan,170,240.0,no,1
53,married,primary,yes,no,cellular,aug,375,,no,0
30,married,primary,yes,no,unknown,may,32,,no,0
51,divorced,secondary,no,no,unknown,may,137,,no,0
45,married,secondary,no,yes,cellular,aug,86,,no,0
37,married,secondary,yes,no,cellular,may,340,175.0,no,1
37,married,secondary,no,no,telephone,jul,209,,no,0
56,divorced,secondary,no,no,cellular,aug,67,,no,0
30,single,tertiary,no,no,cellular,aug,471,,yes,0
41,married,tertiary,yes,no,unknown,jun,14,,no,0
31,single,secondary,no,no,cellular,jul,80,,no,0
32,single,secondary,yes,no,unknown,may,59,,no,0
35,single,secondary,yes,no,unknown,jun,113,,no,0
58,married,secondary,yes,no,cellular,apr,104,332.0,no,1
34,married,secondary,yes,no,unknown,may,79,,no,0
36,married,tertiary,no,no,cellular,aug,157,97.0,yes,1
42,single,tertiary,no,no,unknown,jun,241,,no,0
30,single,secondary,no,yes,unknown,jun,207,,no,0
48,divorced,secondary,yes,no,cellular,may,83,368.0,no,1
53,married,secondary,no,no,cellular,aug,18,,no,0
41,single,secondary,no,yes,cellular,jul,426,,no,0
39,married,tertiary,no,no,cellular,aug,902,,yes,0
33,single,tertiary,no,no,telephone,feb,363,,no,0
41,single,secondary,yes,no,unknown,may,119,,no,0
49,divorced,tertiary,yes,no,unknown,jun,126,,no,0
41,divorced,tertiary,yes,no,unknown,may,160,,no,0
53,married,secondary,no,no,telephone,feb,13,,no,0
58,married,secondary,no,no,cellular,feb,216,91.0,yes,1
20,married,unknown,no,no,cellular,aug,385,93.0,yes,1
35,married,secondary,yes,no,unknown,may,190,,no,0
55,divorced,tertiary,yes,no,cellular,jun,103,95.0,yes,1
32,single,tertiary,yes,no,cellular,nov,261,,no,0
45,married,tertiary,yes,no,cellular,jul,192,,no,0
69,married,tertiary,no,no,cellular,apr,333,,no,0
30,single,tertiary,yes,no,cellular,may,251,,no,0
27,married,secondary,yes,no,cellular,may,166,,no,0
36,married,secondary,yes,no,cellular,apr,245,,no,0
36,married,tertiary,yes,no,cellular,sep,75,239.0,no,1
46,divorced,primary,no,no,unknown,jun,52,,no,0
37,married,tertiary,yes,no,cellular,nov,219,,no,0
35,single,tertiary,no,no,cellular,apr,164,,yes,0
39,married,primary,yes,no,unknown,may,383,,no,0
43,married,tertiary,no,no,cellular,may,98,77.0,no,1
46,married,unknown,yes,no,telephone,may,833,,yes,0
58,married,secondary,no,yes,cellular,aug,57,,no,0
51,married,secondary,yes,no,cellular,jul,63,,no,0
51,married,secondary,yes,yes,cellular,may,805,,no,0
39,married,secondary,no,no,cellular,may,86,,no,0
35,married,tertiary,yes,no,unknown,may,61,,no,0
29,single,primary,no,no,telephone,feb,40,,no,0
56,divorced,secondary,no,no,cellular,aug,47,,no,0
45,married,primary,no,no,unknown,may,230,,no,0
39,single,tertiary,no,no,cellular,aug,113,,no,0
47,divorced,primary,no,no,cellular,jul,240,,no,0
28,married,primary,yes,no,telephone,may,921,,no,0
40,married,tertiary,yes,no,cellular,jul,383,,no,0
46,married,tertiary,yes,yes,cellular,feb,339,,no,0
36,single,tertiary,yes,no,cellular,apr,281,,no,0
35,married,tertiary,no,no,unknown,jun,124,,no,0
26,single,secondary,no,no,cellular,feb,104,,yes,0
50,married,tertiary,no,no,cellular,aug,85,,no,0
47,married,secondary,no,no,cellular,aug,436,403.0,yes,1
34,married,primary,yes,no,cellular,may,217,287.0,no,1
37,divorced,tertiary,yes,no,cellular,apr,436,140.0,no,1
42,married,secondary,no,no,cellular,jul,194,,no,0
30,married,secondary,yes,no,cellular,may,124,298.0,no,1
41,married,secondary,yes,no,cellular,may,303,351.0,no,1
27,single,tertiary,no,no,cellular,apr,336,,no,0
50,married,secondary,yes,no,cellular,aug,1834,,no,0
33,married,unknown,yes,no,cellular,nov,195,,no,0
40,married,secondary,no,no,unknown,jun,368,,no,0
48,married,tertiary,no,no,cellular,jan,417,,yes,0
42,married,secondary,yes,no,unknown,may,69,,no,0
51,married,tertiary,no,no,cellular,jul,77,,no,0
34,married,secondary,yes,no,cellular,jul,190,,no,0
38,single,tertiary,yes,no,cellular,aug,373,,no,0
34,divorced,tertiary,no,no,cellular,nov,382,,no,0
26,married,secondary,no,no,unknown,jul,149,,no,0
41,single,secondary,no,no,cellular,aug,292,,no,0
36,divorced,secondary,yes,no,cellular,may,722,344.0,yes,1
41,married,secondary,yes,no,unknown,may,127,,no,0
35,married,tertiary,yes,no,unknown,may,55,,no,0
27,single,secondary,yes,no,cellular,may,552,,no,0
34,divorced,secondary,yes,no,cellular,may,150,,no,0
41,married,secondary,yes,no,cellular,jul,63,,no,0
38,single,secondary,yes,no,cellular,may,150,,no,0
58,single,secondary,yes,yes,cellular,may,985,,yes,0
58,single,secondary,yes,no,cellular,feb,55,8.0,no,1
29,married,secondary,yes,no,cellular,may,536,334.0,yes,1
43,married,primary,no,no,unknown,jun,168,,no,0
51,married,primary,no,yes,cellular,aug,202,,no,0
30,single,tertiary,yes,no,cellular,feb,157,,no,0
53,married,secondary,no,no,cellular,aug,41,,no,0
29,divorced,tertiary,no,no,cellular,jul,54,,no,0
41,married,primary,yes,yes,cellular,apr,150,,no,0
59,divorced,primary,no,no,cellular,jul,298,,no,0
50,divorced,tertiary,no,no,cellular,nov,349,,no,0
76,married,tertiary,no,no,cellular,oct,344,183.0,yes,1
56,married,unknown,no,no,cellular,feb,305,192.0,yes,1
37,single,secondary,no,no,unknown,jun,93,,no,0
20,single,unknown,no,no,cellular,sep,327,,yes,0
32,married,secondary,yes,no,cellular,jul,84,,no,0
34,single,tertiary,yes,no,cellular,feb,250,,no,0
45,married,primary,yes,no,cellular,oct,108,,no,0
34,married,tertiary,yes,no,cellular,jul,324,,no,0
37,married,secondary,yes,no,unknown,jun,135,,no,0
23,married,secondary,yes,no,unknown,jun,104,,no,0
62,married,secondary,yes,no,cellular,mar,168,,yes,0
33,single,tertiary,no,no,cellular,jul,351,,yes,0
43,divorced,tertiary,no,no,unknown,may,279,,no,0
52,married,unknown,no,no,cellular,aug,88,,no,0
29,married,tertiary,no,no,cellular,apr,179,,yes,0
36,married,tertiary,no,no,cellular,aug,252,,no,0
50,divorced,secondary,yes,no,cellular,may,109,92.0,no,1
46,married,secondary,no,no,cellular,aug,645,,yes,0
48,married,primary,yes,no,cellular,aug,536,,no,0
37,married,secondary,no,no,cellular,aug,132,,no,0
39,single,secondary,yes,no,cellular,apr,510,,yes,0
52,married,primary,yes,no,cellular,nov,73,,no,0
54,divorced,tertiary,no,no,cellular,aug,90,,no,0
32,married,secondary,yes,no,unknown,jun,85,,no,0
30,single,secondary,yes,no,unknown,may,66,,no,0
38,married,tertiary,no,no,cellular,jul,230,,no,0
32,single,secondary,yes,no,unknown,may,413,,no,0
44,married,primary,yes,no,cellular,jul,83,,no,0
32,married,tertiary,no,no,cellular,apr,211,196.0,no,1
46,single,secondary,yes,no,cellular,jan,137,97.0,no,1
36,single,tertiary,yes,no,cellular,may,8,,no,0
31,single,secondary,no,no,unknown,may,350,,no,0
32,married,secondary,yes,no,unknown,jun,815,,yes,0
52,married,secondary,no,no,cellular,jul,135,,no,0
45,divorced,tertiary,yes,yes,cellular,nov,206,162.0,no,1
44,single,secondary,yes,no,cellular,may,324,268.0,no,1
40,divorced,primary,yes,yes,cellular,apr,139,346.0,no,1
25,married,secondary,yes,no,cellular,jul,225,,no,0
36,married,tertiary,yes,no,cellular,nov,72,29.0,no,1
32,married,secondary,no,no,cellular,nov,269,,no,0
43,married,secondary,yes,no,unknown,may,163,,no,0
34,married,secondary,yes,yes,cellular,jul,181,,no,0
32,single,secondary,no,no,cellular,aug,161,,no,0
52,married,primary,no,no,cellular,jul,81,,no,0
31,married,unknown,yes,no,cellular,feb,425,189.0,no,1
36,single,tertiary,no,no,cellular,jul,185,181.0,no,1
54,married,unknown,yes,no,unknown,may,227,,no,0
74,married,secondary,no,no,telephone,feb,127,,yes,0
35,single,tertiary,no,no,cellular,aug,109,,no,0
35,single,secondary,no,yes,cellular,nov,278,,no,0
58,married,secondary,yes,no,unknown,may,300,,no,0
32,single,unknown,no,no,cellular,feb,35,,no,0
22,single,secondary,yes,no,unknown,jun,53,,no,0
36,married,secondary,yes,no,cellular,may,215,280.0,no,1
41,married,primary,yes,yes,unknown,may,209,,no,0
27,married,secondary,yes,no,cellular,may,97,370.0,no,1
48,divorced,tertiary,yes,no,unknown,may,249,,no,0
32,single,tertiary,yes,no,cellular,mar,101,,yes,0
55,married,secondary,no,yes,unknown,jun,423,,no,0
34,single,secondary,no,no,cellular,jan,89,,no,0
34,single,tertiary,yes,no,telephone,may,47,,no,0
28,single,primary,yes,no,unknown,may,150,,no,0
35,married,tertiary,yes,no,unknown,jun,312,,no,0
48,married,secondary,yes,yes,cellular,nov,62,,no,0
34,married,secondary,yes,no,cellular,jun,301,,yes,0
45,married,secondary,yes,yes,unknown,jun,152,,no,0
41,divorced,secondary,yes,no,cellular,aug,142,88.0,no,1
35,married,tertiary,yes,no,cellular,apr,565,13.0,yes,1
46,married,secondary,yes,no,cellular,jan,444,196.0,no,1
32,married,secondary,yes,no,cellular,nov,224,,no,0
48,married,tertiary,yes,yes,cellular,nov,77,,no,0
78,married,unknown,yes,no,cellular,oct,211,185.0,yes,1
33,married,primary,yes,no,cellular,jul,260,,no,0
81,divorced,primary,no,no,telephone,oct,172,,no,0
58,married,unknown,no,no,cellular,nov,52,,no,0
38,married,secondary,yes,no,cellular,apr,125,,no,0
58,single,tertiary,no,yes,cellular,jul,82,,no,0
49,divorced,secondary,yes,no,cellular,may,90,,no,0
30,married,secondary,yes,no,telephone,nov,119,167.0,no,1
30,single,secondary,no,no,cellular,jul,132,,no,0
28,single,secondary,yes,no,cellular,aug,221,,yes,0
42,married,tertiary,no,yes,cellular,jul,106,,no,0
30,single,tertiary,no,no,cellular,aug,578,,no,0
36,single,secondary,yes,no,cellular,apr,700,,yes,0
32,single,tertiary,no,no,cellular,may,208,98.0,yes,1
33,married,secondary,yes,no,unknown,may,726,,no,0
45,single,primary,yes,no,telephone,feb,156,,no,0
38,married,secondary,yes,no,unknown,may,408,,no,0
27,married,secondary,yes,no,cellular,jul,198,,no,0
44,married,tertiary,yes,no,unknown,may,457,,no,0
39,married,secondary,yes,no,cellular,jan,144,248.0,no,1
59,married,secondary,yes,no,unknown,may,806,,no,0
35,single,secondary,yes,no,cellular,jan,219,246.0,no,1
33,married,secondary,yes,no,unknown,jun,121,,no,0
27,single,tertiary,no,yes,cellular,jan,283,,no,0
46,married,secondary,yes,yes,cellular,feb,219,244.0,no,1
51,divorced,tertiary,yes,no,cellular,aug,109,,no,0
54,married,tertiary,no,no,cellular,oct,269,541.0,yes,1
30,single,secondary,yes,no,cellular,apr,265,,no,0
48,married,primary,yes,no,unknown,may,21,,no,0
45,divorced,primary,yes,no,unknown,may,336,,no,0
30,married,secondary,yes,no,cellular,apr,834,,no,0
53,married,secondary,no,no,cellular,aug,82,,no,0
40,married,secondary,no,no,cellular,nov,348,127.0,no,1
44,divorced,tertiary,no,no,cellular,aug,92,,no,0
37,married,secondary,no,no,unknown,jun,257,,no,0
27,married,secondary,no,no,telephone,oct,131,,yes,0
32,single,secondary,yes,no,cellular,apr,8,,no,0
37,married,secondary,no,no,cellular,aug,241,,no,0
27,single,secondary,no,no,cellular,aug,75,,no,0
31,married,primary,yes,no,cellular,may,235,,no,0
44,divorced,secondary,yes,no,cellular,may,155,,no,0
51,single,unknown,yes,no,unknown,may,33,,no,0
33,single,secondary,yes,no,cellular,apr,303,,no,0
32,married,secondary,yes,no,cellular,jan,164,,no,0
57,married,tertiary,yes,yes,unknown,may,107,,no,0
36,married,secondary,no,no,cellular,jun,516,292.0,yes,1
38,married,secondary,no,yes,unknown,jun,14,,no,0
45,married,tertiary,no,no,cellular,jun,761,,no,0
33,married,tertiary,yes,no,cellular,nov,280,89.0,no,1
38,married,secondary,yes,no,unknown,jun,111,,no,0
21,single,secondary,no,no,cellular,mar,266,,yes,0
37,single,secondary,yes,no,cellular,apr,81,,no,0
56,married,secondary,yes,no,cellular,apr,156,305.0,yes,1
26,single,secondary,yes,no,cellular,apr,242,,no,0
34,married,secondary,yes,no,cellular,apr,186,327.0,no,1
31,single,secondary,yes,no,cellular,nov,279,,no,0
36,married,tertiary,no,no,cellular,nov,78,,no,0
43,married,tertiary,no,no,unknown,jun,104,,no,0
40,divorced,secondary,yes,no,unknown,may,91,,no,0
42,divorced,secondary,yes,yes,unknown,may,147,,no,0
53,single,secondary,no,no,cellular,aug,134,,no,0
57,married,secondary,no,no,cellular,aug,198,,no,0
26,single,secondary,no,yes,cellular,feb,246,,no,0
26,single,tertiary,no,no,unknown,may,159,,no,0
41,married,primary,yes,no,unknown,may,160,,no,0
51,married,secondary,no,yes,unknown,jun,179,,no,0
60,married,primary,no,no,telephone,jul,40,,no,0
46,married,tertiary,no,no,cellular,jul,389,,no,0
31,married,tertiary,no,no,cellular,aug,377,,no,0
33,married,tertiary,yes,no,cellular,nov,262,,no,0
40,married,primary,no,no,unknown,jun,292,,no,0
36,married,unknown,no,yes,cellular,jul,185,,no,0
49,married,unknown,yes,no,cellular,may,143,347.0,no,1
41,married,tertiary,yes,yes,unknown,may,86,,no,0
52,married,secondary,no,yes,cellular,jul,197,,no,0
35,single,secondary,no,yes,cellular,jul,84,,no,0
30,married,secondary,no,no,cellular,jan,142,,no,0
45,married,secondary,yes,no,cellular,may,408,,no,0
36,married,tertiary,no,no,cellular,aug,97,,no,0
29,single,tertiary,no,no,cellular,apr,366,199.0,no,1
49,married,secondary,yes,no,cellular,aug,168,,no,0
66,married,secondary,no,no,cellular,aug,212,,yes,0
42,married,secondary,yes,no,cellular,jul,17,,no,0
56,married,unknown,no,no,cellular,aug,130,,no,0
44,married,secondary,no,yes,cellular,jan,138,183.0,no,1
31,single,tertiary,no,no,cellular,aug,170,,no,0
31,single,tertiary,no,no,cellular,feb,228,,no,0
36,married,secondary,yes,no,cellular,jul,393,,no,0
50,married,secondary,no,no,unknown,jun,165,,no,0
49,married,primary,yes,no,unknown,jun,223,,no,0
40,married,secondary,no,no,cellular,jun,220,219.0,no,1
50,married,primary,no,no,unknown,jun,17,,no,0
54,divorced,secondary,yes,no,cellular,may,895,365.0,no,1
44,single,secondary,yes,no,cellular,may,56,361.0,no,1
53,divorced,tertiary,no,yes,cellular,jun,438,,yes,0
57,divorced,secondary,yes,no,cellular,nov,219,,no,0
37,married,secondary,no,no,telephone,oct,376,,yes,0
45,married,secondary,yes,no,cellular,jul,287,181.0,yes,1
35,married,secondary,yes,yes,unknown,may,30,,no,0
58,married,secondary,yes,yes,cellular,apr,329,346.0,no,1
33,single,tertiary,yes,no,cellular,feb,311,,no,0
51,married,secondary,yes,no,cellular,may,136,359.0,no,1
34,married,secondary,yes,no,cellular,aug,352,828.0,yes,1
32,married,secondary,yes,no,unknown,may,102,,no,0
49,married,secondary,yes,yes,unknown,may,265,,no,0
39,married,primary,no,no,unknown,jun,394,,no,0
45,married,secondary,no,no,unknown,jun,113,,no,0
46,married,tertiary,yes,no,unknown,may,197,,no,0
24,single,tertiary,no,no,cellular,jun,239,95.0,yes,1
29,single,secondary,yes,no,unknown,may,108,,no,0
50,married,secondary,no,no,cellular,jul,16,,no,0
30,married,secondary,yes,no,unknown,may,216,,no,0
35,married,secondary,yes,no,cellular,nov,171,183.0,no,1
32,single,tertiary,no,no,cellular,jan,365,,no,0
41,single,tertiary,no,no,telephone,jul,63,,no,0
32,married,tertiary,yes,no,unknown,may,189,,no,0
45,married,unknown,no,no,cellular,aug,408,,no,0
59,married,secondary,no,no,telephone,may,125,370.0,no,1
43,single,tertiary,no,no,cellular,aug,229,,no,0
53,married,secondary,no,no,cellular,aug,123,,no,0
30,married,secondary,yes,no,unknown,may,807,,no,0
42,married,secondary,yes,no,telephone,feb,23,,no,0
36,married,tertiary,no,no,cellular,jan,76,,no,0
44,married,primary,no,no,unknown,may,107,,no,0
34,married,tertiary,yes,no,cellular,jun,485,227.0,yes,1
53,divorced,secondary,no,no,cellular,nov,561,,yes,0
39,married,tertiary,no,no,cellular,aug,425,,no,0
32,married,tertiary,no,no,cellular,nov,221,,no,0
57,married,secondary,no,no,cellular,aug,107,,no,0
32,married,primary,yes,no,cellular,jul,95,,no,0
39,single,tertiary,yes,no,cellular,may,14,,no,0
28,married,secondary,no,no,cellular,jul,588,,yes,0
33,married,secondary,no,no,cellular,jan,127,,no,0
25,single,secondary,yes,no,unknown,may,312,,no,0
38,divorced,secondary,yes,no,cellular,oct,576,183.0,yes,1
33,single,tertiary,no,no,cellular,aug,81,,no,0
42,divorced,secondary,yes,yes,cellular,jul,272,,no,0
60,married,secondary,no,no,cellular,aug,276,,no,0
31,married,secondary,no,no,unknown,may,121,,no,0
33,married,secondary,yes,no,cellular,may,143,,no,0
42,divorced,secondary,no,no,cellular,jul,61,,no,0
35,single,tertiary,yes,no,unknown,may,83,,no,0
39,married,primary,yes,no,unknown,may,680,,no,0
53,married,primary,yes,no,unknown,may,0,,no,0
24,single,secondary,yes,no,cellular,may,424,,no,0
37,single,tertiary,no,no,telephone,feb,63,,no,0
59,married,tertiary,yes,yes,cellular,may,106,280.0,no,1
32,married,tertiary,yes,yes,cellular,aug,144,,no,0
45,divorced,tertiary,yes,no,cellular,nov,101,,no,0
51,divorced,primary,no,no,unknown,jun,167,,no,0
57,married,secondary,no,yes,telephone,jul,31,,no,0
66,married,tertiary,no,no,cellular,aug,550,,yes,0
34,married,secondary,yes,no,cellular,nov,798,182.0,no,1
25,single,secondary,yes,no,cellular,may,323,,no,0
38,married,tertiary,yes,no,cellular,apr,526,260.0,yes,1
32,single,secondary,no,no,cellular,may,123,,no,0
37,married,secondary,yes,no,cellular,jul,112,324.0,no,1
52,single,unknown,yes,no,unknown,may,170,,no,0
53,married,secondary,yes,no,cellular,nov,286,,no,0
76,divorced,primary,no,no,cellular,oct,107,,yes,0
21,single,unknown,no,no,cellular,jun,270,,yes,0
40,married,secondary,yes,yes,unknown,may,29,,no,0
41,single,primary,yes,no,unknown,jun,950,,no,0
36,married,tertiary,no,no,cellular,apr,76,,no,0
57,married,secondary,no,no,unknown,jun,93,,no,0
37,divorced,secondary,yes,no,cellular,nov,555,,yes,0
56,married,secondary,yes,no,cellular,aug,335,,no,0
48,married,secondary,yes,yes,unknown,may,154,,no,0
30,single,secondary,yes,no,cellular,jul,65,,no,0
36,married,secondary,yes,no,cellular,may,189,,no,0
